id_empresa,ciudad,latitud,longitud,sector,tamanio,estado,anio_fundacion,antiguedat_anios,num_empleados,ingresos_anual_usd,inv_rd_pct,crecimiento_anual_pct,satisfaccion_empleados
465,Manizales,5.0689,-75.5175,Manufactura,Grande,Activa,1982,42,253,1808231.55,12.1,5.6,9.6
466,Guayaquil,-2.19,-79.897,Turismo,Multinacional,En crecimiento,2014,10,3740,13879596.59,0.1,26.3,7.9
467,Guayaquil,-2.19,-79.897,Retail,Pequeña,En crecimiento,2001,23,11,23165.06,0.1,13.3,8.6
468,Montevideo,-34.9033,-56.188,Energía,Grande,Estable,2003,21,287,1932921.04,11.0,2.7,6.0
469,Panamá,8.9936,-79.5193,Turismo,Mediana,En crecimiento,2014,10,54,266787.59,0.6,14.6,8.8
470,Santiago,-33.4489,-70.6693,Retail,Pequeña,En crecimiento,1988,36,13,53727.07,4.8,14.8,7.8
471,Rio de Janeiro,-22.9068,-43.1729,Salud,Pequeña,En crecimiento,2007,17,16,44721.0,18.3,17.8,6.1
472,Guayaquil,-2.19,-79.897,Salud,Grande,Estable,1985,39,240,1968494.57,13.4,4.2,6.6
473,Barranquilla,11.0719,-74.7819,Salud,Pequeña,En riesgo,1971,53,9,46089.56,12.7,-16.1,6.8
474,Lima,-12.0464,-77.0428,Educación,Pequeña,En crecimiento,2009,15,11,29549.46,7.2,14.7,8.8
475,Manizales,5.0689,-75.5175,Salud,Pequeña,En riesgo,1986,38,10,52208.0,15.3,-9.1,4.0
476,Rio de Janeiro,-22.9068,-43.1729,Telecomunicaciones,Grande,Activa,2003,21,405,1347670.9,12.9,17.0,5.0
477,Lima,-12.0464,-77.0428,Tecnología,Grande,En crecimiento,2011,13,462,1438740.82,11.2,25.8,6.8
478,Manizales,5.0689,-75.5175,Manufactura,Grande,En crecimiento,1985,39,437,304696.03,3.1,32.8,6.1
479,Santa Marta,11.2469,-74.0515,Salud,Pequeña,En crecimiento,2007,17,16,70340.03,13.8,30.5,5.6
480,Buenos Aires,-34.6037,-58.3816,Retail,Pequeña,Estable,1971,53,29,42721.03,0.1,-0.9,7.8
481,Montevideo,-34.9033,-56.188,Telecomunicaciones,Mediana,En riesgo,1971,53,94,152888.01,3.4,-8.2,4.6
482,Rio de Janeiro,-22.9068,-43.1729,Finanzas,Mediana,Activa,1995,29,109,475831.71,0.1,7.5,9.4
483,Caracas,10.4806,-66.9036,Retail,Pequeña,Estable,1982,42,12,68731.38,0.1,8.4,5.7
484,Panamá,8.9936,-79.5193,Tecnología,Mediana,Estable,2016,8,116,254709.17,17.7,1.4,6.9
485,Cartagena,10.423,-75.5434,Agro,Multinacional,Activa,2000,24,2077,4496758.72,2.7,3.3,5.5
486,Cali,3.4516,-76.6319,Salud,Grande,Activa,2003,21,471,1639646.18,13.1,16.2,6.5
487,Lima,-12.0464,-77.0428,Retail,Grande,En crecimiento,2008,16,231,1595230.36,4.4,23.9,7.5
488,Montevideo,-34.9033,-56.188,Tecnología,Multinacional,Activa,1972,52,2671,12700084.96,20.4,4.0,6.8
489,Barranquilla,11.0719,-74.7819,Turismo,Pequeña,Activa,1977,47,10,40051.06,3.4,5.0,7.3
490,Panamá,8.9936,-79.5193,Energía,Mediana,Activa,1992,32,116,545249.53,10.4,4.0,8.4
491,Santa Marta,11.2469,-74.0515,Salud,Multinacional,En crecimiento,1983,41,3548,6106263.45,12.4,16.0,8.8
492,Santiago,-33.4489,-70.6693,Salud,Pequeña,Estable,1996,28,12,25510.93,12.8,-0.9,6.0
493,Popayán,2.4419,-76.6109,Tecnología,Grande,Estable,2023,1,908,851567.7,12.9,4.2,6.9
494,Santa Marta,11.2469,-74.0515,Educación,Mediana,Inactiva,1998,26,71,290782.83,7.2,-24.6,4.2
495,Buenos Aires,-34.6037,-58.3816,Turismo,Mediana,En crecimiento,2008,16,41,290332.04,5.4,19.4,9.0
496,Cartagena,10.423,-75.5434,Tecnología,Mediana,En riesgo,2022,2,58,353439.75,22.1,-3.0,3.7
497,Cali,3.4516,-76.6319,Finanzas,Multinacional,En riesgo,2008,16,1646,7646549.7,4.3,-24.1,5.3
498,Quito,-0.1807,-78.4678,Tecnología,Grande,Estable,1970,54,465,2445193.76,19.5,3.8,7.3
499,Quito,-0.1807,-78.4678,Agro,Pequeña,En crecimiento,1986,38,9,43880.76,0.1,21.1,6.5
500,São Paulo,-23.5505,-46.6333,Tecnología,Grande,En riesgo,2010,14,322,552847.53,16.7,-17.8,5.5
501,Caracas,10.4806,-66.9036,Educación,Pequeña,Activa,1999,25,17,47062.41,6.6,10.2,7.4
502,Lima,-12.0464,-77.0428,Tecnología,Pequeña,En crecimiento,2022,2,15,18331.73,22.5,20.7,5.7
503,Manizales,5.0689,-75.5175,Finanzas,Mediana,En crecimiento,1982,42,79,343599.92,6.2,29.5,7.4
504,Popayán,2.4419,-76.6109,Agro,Mediana,Estable,1990,34,84,508964.86,5.5,7.2,6.9
505,Lima,-12.0464,-77.0428,Finanzas,Mediana,Activa,1988,36,68,183216.81,6.3,19.4,6.5
506,Guayaquil,-2.19,-79.897,Salud,Multinacional,Inactiva,2022,2,1316,16260191.56,15.1,-27.9,4.7
507,Bucaramanga,7.088,-73.0836,Energía,Grande,Estable,1988,36,341,2286176.41,14.6,10.4,8.4
508,Santa Marta,11.2469,-74.0515,Agro,Mediana,En crecimiento,1994,30,96,548409.65,0.1,15.0,7.3
509,Buenos Aires,-34.6037,-58.3816,Salud,Pequeña,Inactiva,1991,33,14,54970.95,15.4,-25.7,2.6
510,Santiago,-33.4489,-70.6693,Energía,Multinacional,En crecimiento,2000,24,2923,4869829.63,13.4,19.2,7.6
511,Pereira,4.8133,-75.6958,Telecomunicaciones,Multinacional,Inactiva,1986,38,1976,11820664.82,6.3,-21.4,3.0
512,Popayán,2.4419,-76.6109,Salud,Grande,En crecimiento,1992,32,595,1097642.45,17.5,25.5,7.1
513,Manizales,5.0689,-75.5175,Energía,Pequeña,Activa,2001,23,5,53035.7,7.7,2.6,2.7
514,São Paulo,-23.5505,-46.6333,Energía,Pequeña,En riesgo,1979,45,15,45894.6,10.3,-8.1,6.6
515,Medellín,6.2518,-75.5636,Finanzas,Pequeña,Estable,1979,45,25,87739.39,2.7,-0.3,6.9
516,Cartagena,10.423,-75.5434,Tecnología,Pequeña,En riesgo,2005,19,27,72037.48,20.9,-16.9,4.3
517,Cartagena,10.423,-75.5434,Tecnología,Pequeña,Inactiva,1977,47,13,48025.88,17.1,-25.1,3.6
518,Bucaramanga,7.088,-73.0836,Retail,Multinacional,En riesgo,2023,1,1470,3015114.92,4.5,-20.9,4.4
519,Rio de Janeiro,-22.9068,-43.1729,Telecomunicaciones,Mediana,Estable,2021,3,138,218365.17,13.3,7.6,6.4
520,Pereira,4.8133,-75.6958,Manufactura,Pequeña,En riesgo,1989,35,14,71103.33,3.6,-12.3,3.3
521,Panamá,8.9936,-79.5193,Finanzas,Pequeña,Estable,2001,23,14,57516.86,6.5,1.8,4.7
522,Santiago,-33.4489,-70.6693,Manufactura,Pequeña,En crecimiento,2019,5,10,23580.31,4.0,21.5,6.2
523,Bogotá,-4.711,-74.0721,Turismo,Pequeña,En riesgo,1983,41,9,20261.63,3.2,-2.1,3.2
524,Montevideo,-34.9033,-56.188,Finanzas,Pequeña,Activa,2019,5,18,55134.61,4.1,17.1,8.0
525,Guayaquil,-2.19,-79.897,Tecnología,Pequeña,Estable,1997,27,19,29473.58,20.7,10.1,7.8
526,Santa Marta,11.2469,-74.0515,Agro,Grande,En riesgo,2015,9,433,927805.53,5.6,-12.5,3.4
527,Santiago,-33.4489,-70.6693,Finanzas,Multinacional,Estable,2021,3,1841,11198114.39,4.9,-4.7,3.7
528,Barranquilla,11.0719,-74.7819,Agro,Pequeña,Estable,2022,2,9,91207.98,1.9,1.9,6.9
529,Barranquilla,11.0719,-74.7819,Salud,Mediana,En riesgo,1993,31,45,206114.42,11.2,-10.1,4.0
530,Bucaramanga,7.088,-73.0836,Tecnología,Grande,En crecimiento,1984,40,319,1466802.64,18.4,26.9,7.3
531,Rio de Janeiro,-22.9068,-43.1729,Salud,Pequeña,En riesgo,1991,33,10,48177.86,13.1,-10.1,5.6
532,Lima,-12.0464,-77.0428,Finanzas,Pequeña,Activa,1999,25,7,46058.9,0.1,1.8,7.4
533,Santa Marta,11.2469,-74.0515,Telecomunicaciones,Grande,Activa,1973,51,519,1530760.0,8.0,4.8,6.0
534,Popayán,2.4419,-76.6109,Tecnología,Pequeña,Activa,1982,42,8,72986.35,22.9,4.2,5.8
535,Rio de Janeiro,-22.9068,-43.1729,Retail,Mediana,En crecimiento,1992,32,118,214180.75,0.1,25.2,7.5
536,Santa Marta,11.2469,-74.0515,Turismo,Mediana,En crecimiento,1977,47,93,139930.2,6.2,25.4,6.7
537,Cali,3.4516,-76.6319,Agro,Pequeña,En riesgo,1987,37,16,116399.47,2.9,-7.8,4.4
538,Santiago,-33.4489,-70.6693,Educación,Pequeña,En crecimiento,1981,43,29,86205.5,11.7,23.8,9.0
539,Santiago,-33.4489,-70.6693,Agro,Grande,En crecimiento,2000,24,239,863851.99,7.5,9.6,6.1
540,São Paulo,-23.5505,-46.6333,Energía,Pequeña,Activa,1983,41,21,53508.42,7.5,-2.4,7.3
541,Montevideo,-34.9033,-56.188,Salud,Pequeña,En crecimiento,2003,21,13,82878.37,9.0,21.2,8.9
542,Pereira,4.8133,-75.6958,Tecnología,Grande,Estable,1987,37,1118,2181444.08,12.3,2.6,6.8
543,Manizales,5.0689,-75.5175,Retail,Mediana,Activa,2003,21,68,377960.29,0.1,15.5,8.1
544,Santa Marta,11.2469,-74.0515,Telecomunicaciones,Pequeña,Activa,1980,44,12,45920.4,17.7,8.5,6.9
545,Bogotá,-4.711,-74.0721,Tecnología,Grande,Activa,2010,14,474,3557709.97,16.8,2.1,7.4
546,Cali,3.4516,-76.6319,Energía,Pequeña,Activa,1981,43,13,55837.88,10.4,12.0,7.7
547,Santiago,-33.4489,-70.6693,Retail,Grande,En crecimiento,2018,6,295,1159496.06,5.9,21.9,7.1
548,Guayaquil,-2.19,-79.897,Retail,Grande,Activa,1984,40,271,2318691.39,2.3,5.6,9.6
549,Bogotá,-4.711,-74.0721,Telecomunicaciones,Mediana,Estable,2000,24,143,314760.43,12.2,-7.7,7.6
550,Bucaramanga,7.088,-73.0836,Energía,Mediana,En riesgo,2018,6,50,357337.72,11.9,-11.5,6.1
551,Bucaramanga,7.088,-73.0836,Finanzas,Multinacional,En crecimiento,1998,26,2733,8855299.93,5.9,23.4,9.1
552,Lima,-12.0464,-77.0428,Educación,Pequeña,Inactiva,1995,29,22,64097.85,7.7,-31.0,3.6
553,Santiago,-33.4489,-70.6693,Educación,Grande,En crecimiento,1987,37,622,919649.17,5.8,26.5,9.5
554,Santiago,-33.4489,-70.6693,Energía,Pequeña,En crecimiento,2001,23,11,24202.84,10.2,25.9,8.0
555,Caracas,10.4806,-66.9036,Energía,Pequeña,Inactiva,1991,33,13,102420.75,13.3,-24.7,2.3
556,Panamá,8.9936,-79.5193,Salud,Pequeña,Activa,2007,17,12,56645.66,20.3,8.1,7.2
557,Quito,-0.1807,-78.4678,Retail,Multinacional,Inactiva,1986,38,1352,11761896.31,2.9,-19.3,2.0
558,Cartagena,10.423,-75.5434,Energía,Multinacional,Activa,1992,32,3099,3318662.8,12.3,10.2,4.7
559,Barranquilla,11.0719,-74.7819,Turismo,Pequeña,En crecimiento,1993,31,15,85230.94,3.8,17.8,6.8
560,Cali,3.4516,-76.6319,Finanzas,Pequeña,Activa,2019,5,26,38523.95,4.7,6.8,7.3
561,Rio de Janeiro,-22.9068,-43.1729,Turismo,Grande,Estable,1977,47,287,1002358.8,4.5,5.3,8.2
562,Montevideo,-34.9033,-56.188,Salud,Mediana,Estable,2010,14,123,290643.05,18.6,-10.2,5.9
563,São Paulo,-23.5505,-46.6333,Salud,Pequeña,Estable,1975,49,23,30662.27,12.3,-3.6,8.1
564,Caracas,10.4806,-66.9036,Tecnología,Mediana,En crecimiento,1974,50,81,299740.36,13.6,26.1,6.3
565,Manizales,5.0689,-75.5175,Salud,Mediana,En crecimiento,2013,11,33,280230.73,13.4,29.3,6.7
566,Guayaquil,-2.19,-79.897,Finanzas,Multinacional,Activa,1998,26,2036,13594149.2,5.6,14.1,8.9
567,Buenos Aires,-34.6037,-58.3816,Turismo,Pequeña,En crecimiento,1997,27,30,106558.62,5.6,27.4,7.9
568,Caracas,10.4806,-66.9036,Tecnología,Mediana,Inactiva,1980,44,90,629257.39,15.0,-24.2,3.0
569,Bogotá,-4.711,-74.0721,Agro,Mediana,En crecimiento,1970,54,105,96691.45,0.1,15.8,8.1
570,Cali,3.4516,-76.6319,Educación,Grande,En riesgo,2012,12,385,939771.7,6.5,-13.2,3.1
571,Panamá,8.9936,-79.5193,Retail,Mediana,En riesgo,1988,36,73,96191.32,1.4,-24.0,4.1
572,Quito,-0.1807,-78.4678,Telecomunicaciones,Mediana,En crecimiento,1978,46,37,165175.96,8.5,29.8,7.8
573,Lima,-12.0464,-77.0428,Salud,Pequeña,Estable,1996,28,20,36135.07,12.7,-2.9,8.4
574,Popayán,2.4419,-76.6109,Finanzas,Grande,Activa,2003,21,616,1841804.72,7.6,4.8,5.2
575,Panamá,8.9936,-79.5193,Tecnología,Mediana,Activa,2013,11,54,231323.2,18.2,14.4,9.3
576,Pereira,4.8133,-75.6958,Turismo,Pequeña,Activa,1973,51,13,39094.74,4.0,-1.7,7.1
577,Bucaramanga,7.088,-73.0836,Manufactura,Mediana,Estable,2005,19,70,328542.04,4.9,-5.1,5.6
578,Lima,-12.0464,-77.0428,Salud,Pequeña,En crecimiento,1987,37,17,21271.5,12.7,23.6,6.3
579,Pereira,4.8133,-75.6958,Turismo,Pequeña,En crecimiento,1984,40,12,32875.46,1.9,25.1,8.1
580,Barranquilla,11.0719,-74.7819,Salud,Grande,En crecimiento,2020,4,580,1166125.59,16.5,21.6,6.2
581,Pereira,4.8133,-75.6958,Salud,Mediana,En crecimiento,1982,42,82,271125.41,10.5,21.8,7.1
582,São Paulo,-23.5505,-46.6333,Manufactura,Grande,Estable,1988,36,144,1558840.23,11.0,9.6,6.6
583,Cartagena,10.423,-75.5434,Educación,Pequeña,En riesgo,2018,6,17,105884.4,9.7,-8.2,5.9
584,Manizales,5.0689,-75.5175,Turismo,Grande,Activa,1975,49,595,2362294.02,1.4,11.0,8.4
585,Barranquilla,11.0719,-74.7819,Finanzas,Pequeña,Activa,2017,7,9,34034.27,7.4,12.7,6.4
586,Guayaquil,-2.19,-79.897,Telecomunicaciones,Pequeña,Estable,1981,43,17,43875.61,15.7,0.2,6.6
587,Manizales,5.0689,-75.5175,Tecnología,Multinacional,En crecimiento,2020,4,5198,6785052.11,17.0,35.0,5.9
588,Bogotá,-4.711,-74.0721,Finanzas,Grande,Estable,2006,18,418,1159963.86,4.4,-11.8,4.5
589,Montevideo,-34.9033,-56.188,Manufactura,Mediana,En crecimiento,1986,38,126,343793.23,10.5,30.7,6.3
590,Santiago,-33.4489,-70.6693,Finanzas,Pequeña,En crecimiento,1992,32,12,19729.86,11.4,27.4,9.1
591,Panamá,8.9936,-79.5193,Telecomunicaciones,Grande,Activa,1995,29,397,2329892.9,12.1,9.5,8.1
592,Santiago,-33.4489,-70.6693,Energía,Mediana,Activa,1998,26,73,699634.37,6.5,8.5,7.7
593,Buenos Aires,-34.6037,-58.3816,Manufactura,Grande,Estable,2002,22,342,1310678.36,4.6,1.1,5.2
594,Cali,3.4516,-76.6319,Energía,Grande,En crecimiento,1996,28,377,1297945.85,13.1,28.6,6.9
595,Bucaramanga,7.088,-73.0836,Telecomunicaciones,Pequeña,En riesgo,1994,30,7,54084.36,8.9,-12.2,3.5
596,São Paulo,-23.5505,-46.6333,Retail,Pequeña,En riesgo,1979,45,13,83239.0,1.4,-16.4,4.3
597,Rio de Janeiro,-22.9068,-43.1729,Energía,Mediana,En crecimiento,2016,8,136,255094.9,10.9,27.4,7.5
598,Cartagena,10.423,-75.5434,Energía,Pequeña,En riesgo,1992,32,10,79757.88,7.2,-2.5,3.3
599,Caracas,10.4806,-66.9036,Tecnología,Pequeña,En crecimiento,1990,34,9,63833.0,21.3,10.4,8.2
600,Medellín,6.2518,-75.5636,Tecnología,Multinacional,En crecimiento,1990,34,2561,26055979.04,20.1,36.1,8.1
601,Popayán,2.4419,-76.6109,Turismo,Mediana,Estable,2012,12,83,254538.34,9.0,-4.2,6.0
602,São Paulo,-23.5505,-46.6333,Tecnología,Grande,En crecimiento,1982,42,465,558480.76,20.3,16.2,8.2
603,Santiago,-33.4489,-70.6693,Finanzas,Mediana,Estable,2006,18,76,146542.12,2.1,-5.5,8.2
604,Cartagena,10.423,-75.5434,Salud,Mediana,Activa,2002,22,82,301794.58,16.6,8.0,8.9
605,Bogotá,-4.711,-74.0721,Educación,Pequeña,Estable,1993,31,13,83593.36,11.0,-5.7,7.5
606,Bogotá,-4.711,-74.0721,Energía,Pequeña,En riesgo,2013,11,9,36081.07,13.1,-18.9,5.1
607,São Paulo,-23.5505,-46.6333,Telecomunicaciones,Pequeña,En riesgo,1980,44,14,44547.53,9.7,-16.1,4.2
608,Caracas,10.4806,-66.9036,Tecnología,Pequeña,Estable,1986,38,20,70417.68,15.3,2.8,8.1
609,Guayaquil,-2.19,-79.897,Turismo,Grande,Estable,1973,51,491,925749.88,0.1,3.4,5.6
610,Quito,-0.1807,-78.4678,Retail,Pequeña,Estable,2016,8,7,36832.78,6.8,9.4,8.0
611,Guayaquil,-2.19,-79.897,Tecnología,Mediana,Estable,1994,30,88,167321.84,19.9,9.3,6.6
612,Santiago,-33.4489,-70.6693,Agro,Pequeña,Activa,1999,25,10,90119.54,1.5,14.1,9.0
613,Bogotá,-4.711,-74.0721,Educación,Pequeña,En crecimiento,1978,46,26,108078.67,8.4,20.4,8.5
614,Medellín,6.2518,-75.5636,Educación,Mediana,En crecimiento,1990,34,91,136193.27,7.6,11.0,7.7
615,Manizales,5.0689,-75.5175,Telecomunicaciones,Pequeña,Inactiva,1989,35,21,46568.78,9.1,-36.2,2.9
616,Cali,3.4516,-76.6319,Salud,Pequeña,En crecimiento,1988,36,15,101053.74,15.1,28.1,8.4
617,Bogotá,-4.711,-74.0721,Manufactura,Pequeña,En crecimiento,1988,36,14,61030.31,6.6,27.1,8.4
618,Panamá,8.9936,-79.5193,Agro,Pequeña,En crecimiento,1981,43,27,39150.12,9.8,18.3,7.3
619,Bucaramanga,7.088,-73.0836,Tecnología,Grande,Estable,2006,18,590,692383.04,16.0,-6.6,7.0
620,Guayaquil,-2.19,-79.897,Manufactura,Pequeña,Estable,2011,13,15,88987.44,0.9,-4.3,8.0
621,Cartagena,10.423,-75.5434,Telecomunicaciones,Pequeña,Activa,1986,38,13,59876.29,8.9,9.0,5.6
622,Cartagena,10.423,-75.5434,Tecnología,Mediana,En crecimiento,2006,18,40,143637.0,15.3,23.1,8.7
623,Bucaramanga,7.088,-73.0836,Retail,Pequeña,En riesgo,2023,1,17,90646.61,0.7,-5.7,5.1
624,Cali,3.4516,-76.6319,Turismo,Grande,En crecimiento,2017,7,380,673857.46,0.1,19.3,9.2
625,Cartagena,10.423,-75.5434,Manufactura,Mediana,Activa,2008,16,99,268684.92,8.5,6.5,6.3
626,Cartagena,10.423,-75.5434,Manufactura,Mediana,Estable,1997,27,112,262821.51,2.7,8.8,6.9
627,Popayán,2.4419,-76.6109,Educación,Mediana,En riesgo,2010,14,130,673826.82,8.1,-24.8,4.7
628,Popayán,2.4419,-76.6109,Telecomunicaciones,Pequeña,Activa,2004,20,17,43881.81,18.0,9.9,8.1
629,Rio de Janeiro,-22.9068,-43.1729,Telecomunicaciones,Mediana,En riesgo,2016,8,52,262817.83,13.7,-14.0,5.0
630,Guayaquil,-2.19,-79.897,Manufactura,Pequeña,En riesgo,2017,7,6,25291.89,7.4,-7.7,3.0
631,Buenos Aires,-34.6037,-58.3816,Agro,Grande,En crecimiento,1987,37,287,1089007.0,9.6,25.1,8.1
632,Manizales,5.0689,-75.5175,Manufactura,Pequeña,Inactiva,1983,41,25,33227.41,9.7,-29.2,5.6
633,Buenos Aires,-34.6037,-58.3816,Finanzas,Mediana,En riesgo,2004,20,165,204623.42,6.7,-15.0,5.2
634,Bogotá,-4.711,-74.0721,Manufactura,Mediana,En riesgo,2013,11,72,300944.16,5.1,-25.8,6.5
635,Rio de Janeiro,-22.9068,-43.1729,Turismo,Pequeña,Estable,2010,14,8,14804.55,2.9,6.5,8.2
636,Santiago,-33.4489,-70.6693,Turismo,Pequeña,Activa,1976,48,11,23497.83,2.8,9.4,8.8
637,Santiago,-33.4489,-70.6693,Agro,Grande,Activa,2010,14,630,1419004.64,2.8,16.4,7.6
638,Barranquilla,11.0719,-74.7819,Finanzas,Grande,En crecimiento,1982,42,315,1593754.33,5.6,19.6,8.4
639,Bogotá,-4.711,-74.0721,Tecnología,Pequeña,Activa,1987,37,18,44491.88,19.1,13.5,7.5
640,Guayaquil,-2.19,-79.897,Salud,Grande,En crecimiento,2006,18,427,1469714.06,11.3,15.6,7.8
641,Pereira,4.8133,-75.6958,Finanzas,Multinacional,En riesgo,1982,42,3321,6520057.76,9.9,-28.2,5.4
642,Medellín,6.2518,-75.5636,Energía,Grande,En riesgo,2005,19,827,1486185.55,11.2,-12.6,3.9
643,Pereira,4.8133,-75.6958,Turismo,Pequeña,Estable,2000,24,18,62121.62,2.2,-1.4,9.2
644,Santa Marta,11.2469,-74.0515,Manufactura,Grande,En riesgo,1971,53,424,1857129.42,6.7,-18.3,3.4
645,Medellín,6.2518,-75.5636,Finanzas,Pequeña,En riesgo,1985,39,32,35429.46,7.8,-6.6,5.5
646,Cali,3.4516,-76.6319,Manufactura,Multinacional,En crecimiento,1978,46,2875,12641548.78,1.6,29.2,9.5
647,São Paulo,-23.5505,-46.6333,Educación,Mediana,Activa,1978,46,58,324516.64,7.7,8.6,7.0
648,Lima,-12.0464,-77.0428,Finanzas,Pequeña,En crecimiento,2007,17,19,92585.26,1.4,20.9,6.5
649,Bogotá,-4.711,-74.0721,Energía,Grande,Estable,1980,44,478,3070687.03,18.0,2.4,8.3
650,Lima,-12.0464,-77.0428,Retail,Pequeña,En crecimiento,2023,1,13,24304.45,2.4,18.1,8.0
651,Cartagena,10.423,-75.5434,Finanzas,Multinacional,Estable,1991,33,2032,5206603.75,1.5,5.4,7.9
652,Guayaquil,-2.19,-79.897,Tecnología,Multinacional,Activa,2002,22,2218,12015717.23,28.8,-1.2,7.1
653,Panamá,8.9936,-79.5193,Salud,Mediana,Estable,2005,19,64,130495.18,13.4,-4.4,9.0
654,Caracas,10.4806,-66.9036,Tecnología,Pequeña,En riesgo,2014,10,13,101708.56,17.4,-16.7,2.0
655,Caracas,10.4806,-66.9036,Manufactura,Mediana,Estable,1992,32,57,252608.63,5.6,5.2,7.4
656,Cartagena,10.423,-75.5434,Educación,Pequeña,Inactiva,2014,10,17,66655.63,5.5,-26.8,4.8
657,Buenos Aires,-34.6037,-58.3816,Turismo,Pequeña,En riesgo,2014,10,16,47173.28,3.7,-3.8,4.6
658,Medellín,6.2518,-75.5636,Finanzas,Grande,Inactiva,2003,21,459,747717.79,0.1,-20.2,3.6
659,Quito,-0.1807,-78.4678,Tecnología,Pequeña,Inactiva,1978,46,14,84757.59,21.3,-29.8,2.7
660,Rio de Janeiro,-22.9068,-43.1729,Finanzas,Pequeña,En riesgo,1993,31,13,197825.34,1.6,-8.2,4.5
661,Santa Marta,11.2469,-74.0515,Salud,Multinacional,Estable,1977,47,4450,6183827.42,13.8,-0.4,4.9
662,Bucaramanga,7.088,-73.0836,Finanzas,Pequeña,Activa,1976,48,15,42556.97,7.3,10.8,6.3
663,Medellín,6.2518,-75.5636,Salud,Pequeña,En crecimiento,2005,19,24,13296.13,14.4,27.1,6.9
664,Bucaramanga,7.088,-73.0836,Agro,Multinacional,Estable,1987,37,1678,15724075.25,3.5,8.7,7.7
665,São Paulo,-23.5505,-46.6333,Salud,Pequeña,En crecimiento,1972,52,18,78878.26,12.0,23.2,7.1
666,Medellín,6.2518,-75.5636,Telecomunicaciones,Grande,En crecimiento,1997,27,298,630509.65,18.3,31.6,7.1
667,São Paulo,-23.5505,-46.6333,Finanzas,Multinacional,Inactiva,1975,49,2001,2849087.62,6.6,-22.4,2.7
668,Caracas,10.4806,-66.9036,Agro,Multinacional,En riesgo,2013,11,2120,3018698.87,0.8,-11.2,3.6
669,Rio de Janeiro,-22.9068,-43.1729,Manufactura,Mediana,En riesgo,2013,11,66,414207.49,6.5,-13.8,4.8
670,Medellín,6.2518,-75.5636,Energía,Pequeña,En crecimiento,1990,34,12,72567.61,6.5,18.2,8.3
671,Montevideo,-34.9033,-56.188,Energía,Pequeña,Activa,1997,27,24,31511.61,15.2,10.5,8.2
672,Bucaramanga,7.088,-73.0836,Turismo,Grande,Activa,2009,15,407,1925325.65,3.6,8.6,8.0
673,Bogotá,-4.711,-74.0721,Turismo,Grande,En crecimiento,2023,1,437,1624018.56,0.1,23.6,8.5
674,Caracas,10.4806,-66.9036,Turismo,Mediana,Activa,2023,1,66,249671.89,5.1,10.9,6.8
675,Popayán,2.4419,-76.6109,Turismo,Pequeña,Activa,1970,54,21,81216.74,2.2,9.5,6.7
676,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Pequeña,Inactiva,2005,19,17,27372.95,14.1,-12.9,2.2
677,Guayaquil,-2.19,-79.897,Finanzas,Pequeña,Estable,1990,34,13,88747.27,6.1,-1.2,5.8
678,Cartagena,10.423,-75.5434,Manufactura,Grande,En crecimiento,2012,12,212,1042065.01,7.1,24.6,8.0
679,Barranquilla,11.0719,-74.7819,Turismo,Mediana,Activa,2004,20,87,731100.41,6.4,6.6,6.3
680,Popayán,2.4419,-76.6109,Agro,Multinacional,En crecimiento,1982,42,3147,4839389.28,4.2,7.2,9.6
681,Guayaquil,-2.19,-79.897,Manufactura,Grande,Activa,2018,6,270,1258196.15,6.3,6.8,7.2
682,Popayán,2.4419,-76.6109,Telecomunicaciones,Pequeña,Inactiva,2023,1,13,51486.34,12.5,-30.6,5.0
683,Guayaquil,-2.19,-79.897,Educación,Mediana,En crecimiento,2023,1,99,307951.33,12.8,21.6,8.5
684,Montevideo,-34.9033,-56.188,Educación,Mediana,En crecimiento,1979,45,42,383445.2,7.1,21.8,6.9
685,Cartagena,10.423,-75.5434,Finanzas,Mediana,En crecimiento,2022,2,61,157738.92,6.4,24.3,7.7
686,Medellín,6.2518,-75.5636,Finanzas,Grande,Activa,2013,11,465,1472275.12,6.9,4.8,5.2
687,Bucaramanga,7.088,-73.0836,Agro,Grande,Estable,2016,8,622,1607260.15,5.0,-0.4,7.1
688,Medellín,6.2518,-75.5636,Salud,Grande,Estable,2022,2,958,1152111.1,14.0,6.2,6.1
689,Santiago,-33.4489,-70.6693,Energía,Pequeña,Estable,1979,45,32,61194.19,10.4,-2.9,5.6
690,Quito,-0.1807,-78.4678,Finanzas,Pequeña,Activa,2015,9,15,25504.07,4.7,-3.0,9.0
691,Quito,-0.1807,-78.4678,Manufactura,Grande,Estable,1982,42,329,1274097.6,11.9,2.9,8.1
692,Panamá,8.9936,-79.5193,Manufactura,Pequeña,Estable,2006,18,21,34309.8,4.6,8.4,8.1
693,Quito,-0.1807,-78.4678,Finanzas,Pequeña,En riesgo,2007,17,12,42534.16,2.3,-7.9,5.4
694,Rio de Janeiro,-22.9068,-43.1729,Turismo,Pequeña,En crecimiento,1993,31,11,103083.64,3.0,23.1,6.3
695,Caracas,10.4806,-66.9036,Finanzas,Mediana,En crecimiento,1971,53,70,624536.85,4.8,29.5,7.3
696,Panamá,8.9936,-79.5193,Tecnología,Pequeña,Estable,1991,33,12,94370.76,18.6,8.5,6.5
