ingreso_mensual_usd,antiguedad_laboral_anios,deuda_actual_usd,edad,puntaje_credito,num_tarjetas_credito,historial_pagos,tipo_empleo,tiene_casa_propia,tiene_vehiculo,prestamo_aprobado
5577.47,0,10981.84,41,381,4,Excelente,Independiente,0,1,1
2081.86,3,5325.62,66,801,1,Regular,Independiente,0,1,0
7719.71,3,10474.67,38,776,2,Bueno,Independiente,0,0,1
1870.37,6,5928.09,68,849,5,Excelente,Formal,0,1,1
3785.29,7,14293.45,19,313,1,Bueno,Independiente,1,1,1
1414.52,16,14505.79,57,691,3,Bueno,Formal,0,1,0
7977.49,4,5891.91,36,646,6,Regular,Independiente,1,1,1
4415.8,6,12813.33,56,609,5,Malo,Independiente,1,0,1
5086.77,19,11596.34,45,685,5,Bueno,Formal,1,1,1
1282.95,19,4650.0,34,508,1,Regular,Formal,0,1,0
6199.72,3,3480.6,23,656,4,Excelente,Formal,1,0,1
2311.32,5,6873.52,36,393,1,Bueno,Independiente,0,0,0
7265.99,6,11720.23,55,392,7,Excelente,Independiente,0,0,1
2277.01,17,14402.52,45,639,2,Malo,Temporal,1,1,1
2172.95,4,11453.69,19,744,2,Regular,Formal,0,0,0
1063.16,19,12828.1,55,321,5,Regular,Independiente,1,0,0
4198.88,2,9045.96,54,590,5,Regular,Formal,0,0,1
4866.86,6,12531.12,68,784,1,Regular,Temporal,1,0,1
1273.1,21,11766.31,69,605,2,Malo,Formal,0,1,0
6383.8,13,5654.78,21,427,2,Regular,Formal,1,0,1
4063.68,6,8279.85,39,572,4,Malo,Formal,0,1,1
4575.61,4,12071.3,43,741,3,Bueno,Independiente,0,1,1
3973.49,21,690.85,66,802,4,Excelente,Temporal,0,1,1
3685.49,4,12121.19,60,429,7,Bueno,Formal,0,1,1
4829.41,22,2668.32,53,431,0,Excelente,Formal,0,0,1
1917.73,1,7720.25,30,781,6,Bueno,Temporal,0,0,0
2109.88,20,12124.13,69,689,4,Bueno,Formal,0,0,1
7004.86,21,3807.32,49,624,7,Regular,Independiente,0,0,1
7612.03,5,3687.11,34,368,1,Excelente,Formal,0,1,1
3487.83,14,6041.47,58,747,3,Excelente,Formal,1,1,1
2749.36,20,13419.64,53,827,1,Bueno,Independiente,1,0,1
5436.8,9,6.64,63,464,6,Malo,Independiente,1,0,1
3742.89,22,13520.75,36,787,7,Bueno,Formal,1,1,1
982.78,23,2307.11,52,725,0,Bueno,Formal,0,0,1
1924.3,6,14851.3,63,564,3,Regular,Independiente,0,1,0
5955.0,4,14322.7,57,641,5,Regular,Formal,0,1,1
5544.25,0,7420.13,45,577,2,Bueno,Temporal,1,1,1
995.09,12,7690.8,18,738,4,Bueno,Formal,1,1,0
2398.2,20,7223.24,59,456,7,Excelente,Formal,0,0,1
2463.74,17,9531.65,35,721,1,Malo,Temporal,0,0,1
5637.63,12,1360.83,65,550,0,Excelente,Independiente,0,1,1
941.92,20,489.27,57,829,2,Bueno,Formal,0,0,1
1549.58,20,865.54,50,626,4,Excelente,Independiente,0,0,1
6559.4,17,6665.48,29,396,2,Excelente,Formal,0,1,1
2085.52,4,4133.22,25,812,4,Regular,Formal,1,1,1
5499.77,12,9330.59,41,515,7,Excelente,Temporal,0,0,1
2514.92,3,14886.63,33,431,5,Excelente,Independiente,1,0,1
1515.98,16,5794.85,67,559,3,Bueno,Independiente,1,0,1
2550.84,2,8607.62,21,424,7,Excelente,Formal,1,1,1
6000.32,16,6234.06,55,381,2,Excelente,Formal,1,0,1
6961.01,10,12709.08,61,582,2,Regular,Formal,1,1,1
6777.58,20,13533.55,44,358,2,Regular,Formal,1,1,1
3659.72,19,13160.33,26,843,3,Malo,Independiente,1,1,1
5610.21,22,14615.58,64,460,0,Malo,Formal,0,1,1
2275.89,20,412.79,33,583,4,Regular,Independiente,1,1,0
2910.66,3,12597.24,29,405,7,Excelente,Formal,1,1,1
7253.62,1,11276.58,48,404,7,Regular,Formal,1,1,1
893.61,19,3430.42,41,738,5,Regular,Formal,1,0,0
1415.66,15,14344.8,31,527,2,Regular,Formal,0,1,0
2296.78,17,2222.67,62,617,6,Bueno,Formal,0,1,1
991.03,7,10193.25,42,763,7,Excelente,Temporal,0,1,0
2106.34,2,3373.35,51,771,3,Regular,Formal,0,1,1
4997.9,8,6470.71,20,355,0,Regular,Temporal,1,0,1
3834.26,19,10787.4,41,312,7,Malo,Formal,0,1,1
7227.24,5,8449.87,59,739,4,Excelente,Temporal,0,0,1
6685.59,9,6412.53,26,317,3,Excelente,Formal,0,1,1
3261.08,20,4895.08,43,412,5,Excelente,Temporal,0,1,1
2667.85,9,12594.89,37,528,5,Regular,Formal,1,0,0
3533.79,12,2157.22,57,470,4,Excelente,Independiente,1,0,1
5050.12,16,6451.54,27,594,2,Excelente,Temporal,0,1,1
2730.06,8,13556.36,36,488,5,Malo,Formal,0,0,0
5293.87,16,12687.74,20,725,0,Excelente,Formal,0,1,1
3747.76,23,6014.13,41,378,3,Regular,Formal,0,0,0
4774.74,8,11446.63,22,481,7,Bueno,Temporal,0,0,1
3940.11,8,12347.41,20,798,0,Regular,Formal,1,0,1
2920.15,0,13333.31,44,370,2,Bueno,Formal,0,0,1
7628.86,1,8167.59,33,547,0,Malo,Formal,0,1,1
6297.96,15,3066.91,66,445,0,Malo,Formal,0,0,1
1808.81,0,3829.64,32,595,1,Excelente,Independiente,1,1,1
7052.97,9,4435.42,52,769,0,Excelente,Formal,1,1,1
4309.5,17,8907.04,29,805,4,Bueno,Independiente,1,1,1
7240.78,7,492.14,58,492,3,Regular,Temporal,0,1,1
6558.96,20,9540.64,61,367,1,Malo,Formal,1,0,1
3861.54,10,5465.31,43,793,3,Bueno,Independiente,0,0,1
961.78,22,4428.63,64,351,3,Regular,Formal,0,0,0
2734.48,1,13192.45,51,662,2,Excelente,Independiente,0,1,1
4699.77,7,6900.04,40,773,2,Regular,Formal,0,1,1
5361.04,21,1425.8,48,820,1,Malo,Independiente,1,0,1
2656.79,7,12401.2,67,730,5,Bueno,Formal,1,1,1
1803.36,16,714.62,37,597,6,Bueno,Formal,0,0,1
6811.5,14,10901.24,29,734,2,Excelente,Formal,1,0,1
7887.7,16,11608.59,40,497,6,Bueno,Formal,1,0,1
4584.97,22,5289.04,21,427,2,Bueno,Independiente,1,1,1
2036.09,23,12371.82,40,831,2,Excelente,Formal,0,0,1
2760.61,12,7734.89,65,710,3,Bueno,Independiente,0,1,1
932.41,18,6949.4,65,364,1,Bueno,Formal,0,0,0
7382.95,4,681.05,18,540,3,Bueno,Independiente,1,1,1
1647.81,11,4350.44,42,668,7,Bueno,Formal,0,1,1
4950.92,0,13965.15,19,835,4,Excelente,Formal,0,1,1
2773.2,22,5877.36,47,683,3,Regular,Formal,0,0,1
4790.08,4,8200.51,20,730,6,Regular,Independiente,0,1,1
5490.23,7,7980.33,38,382,6,Bueno,Formal,1,1,1
6774.14,12,8856.47,42,585,4,Excelente,Temporal,1,1,1
2286.23,7,919.96,37,833,0,Regular,Temporal,1,0,1
879.17,24,5432.64,66,758,0,Malo,Formal,1,0,1
1785.58,22,10846.92,69,511,4,Excelente,Independiente,0,0,0
7280.13,10,3008.4,39,425,4,Bueno,Formal,0,0,1
7092.01,0,3053.68,38,712,3,Excelente,Formal,0,1,1
5101.37,12,151.36,50,798,4,Bueno,Independiente,0,1,1
5123.72,18,6562.23,69,724,7,Excelente,Independiente,0,0,1
5588.26,23,13241.02,55,842,1,Bueno,Independiente,1,1,1
2062.67,2,778.51,32,457,0,Regular,Formal,0,1,0
7383.77,23,2866.78,63,411,0,Bueno,Formal,1,1,1
3815.15,16,4651.27,69,701,7,Bueno,Formal,0,1,1
3558.6,4,10975.87,32,421,5,Bueno,Independiente,0,1,1
4536.21,19,9609.53,63,572,7,Bueno,Formal,0,1,1
1138.15,20,6239.16,42,593,7,Excelente,Independiente,0,1,0
1997.24,7,11386.03,38,697,4,Excelente,Formal,0,1,1
6113.84,13,9144.47,41,770,2,Malo,Formal,0,1,1
1396.15,3,13440.61,22,506,2,Excelente,Formal,0,1,0
5142.7,10,12270.4,23,409,7,Regular,Formal,0,1,1
2566.51,19,3792.2,66,739,4,Malo,Formal,0,0,1
3602.93,14,4071.58,60,577,1,Bueno,Independiente,1,1,1
2878.59,18,1880.35,65,781,2,Bueno,Temporal,1,0,1
3360.84,6,5054.47,61,413,5,Bueno,Formal,0,0,1
5977.13,18,14993.16,64,776,6,Malo,Formal,1,0,1
2939.28,18,6086.27,40,620,4,Malo,Formal,1,1,1
4878.11,10,3307.33,21,478,7,Regular,Temporal,1,1,1
4227.56,4,11437.24,44,518,1,Excelente,Formal,0,1,1
5578.43,4,8137.07,35,827,1,Regular,Temporal,0,0,1
7545.17,21,2244.02,38,791,3,Bueno,Formal,1,1,1
6074.52,7,5710.35,45,360,1,Bueno,Formal,0,0,1
2347.57,9,6217.05,52,353,2,Excelente,Temporal,1,0,1
1024.52,5,11307.45,39,837,7,Excelente,Formal,1,1,1
2688.3,14,310.07,57,364,6,Regular,Formal,0,1,1
5084.56,15,4035.29,40,470,2,Bueno,Formal,0,0,1
1170.27,16,7763.94,20,572,4,Bueno,Formal,0,1,0
4373.84,7,4032.7,57,834,6,Bueno,Formal,0,1,1
5097.27,7,9426.51,67,690,4,Malo,Independiente,0,0,1
3206.56,24,7228.01,27,626,1,Regular,Independiente,0,1,0
6350.57,8,5425.65,42,407,5,Bueno,Formal,0,0,1
1567.51,1,14238.13,69,461,0,Excelente,Temporal,0,0,0
1340.99,14,9482.39,66,751,6,Bueno,Formal,1,0,1
6042.96,17,1949.12,25,505,7,Malo,Formal,0,1,1
4367.54,2,8401.38,28,315,3,Bueno,Formal,1,1,1
5756.5,16,11710.98,22,626,0,Bueno,Formal,1,1,1
3930.76,3,10627.35,62,301,1,Bueno,Formal,0,1,1
2574.09,3,2581.34,54,309,1,Bueno,Temporal,1,1,0
6697.54,13,14586.3,62,733,7,Regular,Formal,0,1,1
6555.79,8,6732.2,55,424,0,Bueno,Formal,1,1,1
5801.81,8,2385.38,46,380,3,Excelente,Formal,0,1,1
2759.44,24,2702.94,22,784,6,Excelente,Independiente,0,0,1
5049.66,22,1473.52,26,449,6,Bueno,Temporal,0,1,1
3399.01,17,12052.77,65,639,0,Malo,Formal,0,1,1
1459.39,9,1830.46,19,428,4,Bueno,Formal,0,0,0
7404.66,20,1876.88,18,737,2,Malo,Formal,0,0,1
1785.09,3,12757.07,57,800,5,Regular,Formal,0,1,0
7641.71,11,5169.06,68,357,4,Excelente,Formal,0,1,1
4011.24,7,462.87,47,497,6,Excelente,Formal,0,0,1
2132.96,1,778.43,28,510,2,Excelente,Formal,0,0,1
4701.69,21,2132.56,45,344,5,Regular,Formal,0,0,1
7085.21,12,3200.9,61,396,5,Excelente,Formal,0,0,1
6072.02,20,9977.19,29,578,5,Bueno,Temporal,1,1,1
6607.24,15,2359.89,56,834,1,Bueno,Temporal,0,1,1
5543.24,1,1783.12,43,709,7,Regular,Formal,1,1,1
5784.39,10,11470.79,30,760,5,Excelente,Formal,0,0,1
6914.21,9,10065.83,25,690,3,Bueno,Formal,1,0,1
2597.61,14,6529.86,45,343,0,Bueno,Formal,0,0,1
4323.86,16,8239.65,47,326,6,Bueno,Independiente,0,1,1
2392.71,7,4679.76,26,396,3,Regular,Formal,0,1,0
7911.21,17,7237.51,56,847,0,Excelente,Temporal,0,1,1
7597.23,22,7600.09,48,518,4,Regular,Temporal,0,0,1
1083.87,8,5808.56,38,484,7,Regular,Formal,0,0,0
5880.14,24,13598.58,64,368,4,Bueno,Formal,1,1,1
7461.79,7,240.93,51,429,0,Regular,Formal,0,1,1
2100.14,13,11732.57,48,633,3,Bueno,Formal,0,1,1
4889.21,24,1865.74,69,453,0,Excelente,Formal,1,1,1
7391.52,17,11963.21,42,846,5,Regular,Formal,0,0,1
1044.41,21,9238.68,29,378,1,Bueno,Temporal,1,1,0
5821.43,19,12649.17,18,712,6,Regular,Formal,0,0,1
2940.91,19,1462.71,39,845,4,Bueno,Formal,1,0,1
7455.65,20,8384.71,57,468,6,Malo,Independiente,0,0,1
7791.62,11,7516.32,54,814,1,Bueno,Independiente,1,1,1
7598.72,18,10592.9,64,613,5,Excelente,Formal,1,0,1
4214.34,13,8014.36,18,331,5,Bueno,Temporal,0,1,0
7006.71,16,8111.02,18,586,4,Regular,Formal,0,1,1
6880.76,23,6443.94,59,342,4,Regular,Formal,0,1,1
3097.52,20,4632.52,59,300,5,Bueno,Formal,1,1,1
6768.19,2,7233.97,38,569,2,Malo,Formal,0,1,1
1066.45,22,1777.39,32,479,6,Bueno,Independiente,0,1,0
5093.14,6,14422.7,34,817,7,Bueno,Independiente,0,0,1
2456.06,16,10716.16,39,402,1,Malo,Independiente,0,1,0
1668.08,11,14287.01,55,309,6,Malo,Formal,0,0,0
1354.06,8,3400.91,52,389,1,Regular,Formal,1,0,0
5813.28,14,13190.12,62,525,2,Malo,Formal,0,1,1
3247.1,17,12131.85,33,425,7,Excelente,Formal,1,0,1
6018.32,20,10157.29,25,508,3,Malo,Independiente,0,1,1
1270.57,12,9375.44,64,396,1,Bueno,Independiente,0,1,0
3070.09,20,4748.24,34,373,6,Excelente,Formal,0,1,1
4684.34,7,12246.16,34,490,0,Excelente,Formal,0,0,1
6493.21,13,7522.73,43,355,7,Bueno,Formal,1,1,1
3095.02,7,1063.37,30,331,5,Bueno,Formal,1,0,1
5306.42,13,4692.95,34,826,5,Bueno,Formal,0,1,1
7179.04,6,14029.46,55,583,2,Excelente,Formal,0,0,1
5234.21,22,12760.2,34,793,1,Bueno,Formal,0,1,1
2477.31,11,14728.59,65,486,3,Bueno,Formal,1,0,0
975.69,10,9419.9,31,797,1,Bueno,Formal,1,0,1
7064.71,21,3712.65,62,741,5,Bueno,Formal,1,0,1
953.14,21,2442.23,23,429,4,Regular,Independiente,0,0,0
7097.85,10,2803.72,52,591,0,Malo,Formal,0,0,1
4608.35,24,296.93,63,413,7,Regular,Temporal,0,1,1
7561.29,21,5860.23,31,498,2,Bueno,Formal,0,1,1
6551.24,12,2871.42,64,312,4,Regular,Formal,0,1,1
7985.13,17,6174.83,25,570,6,Excelente,Formal,0,1,1
3325.13,1,14024.92,32,514,3,Excelente,Formal,0,1,1
6323.76,20,6458.1,44,743,4,Bueno,Independiente,1,1,1
3693.9,14,13169.77,30,811,6,Regular,Formal,1,1,1
4255.1,19,9082.57,66,746,4,Excelente,Temporal,0,0,1
5318.04,17,3706.97,48,373,3,Excelente,Temporal,0,1,1
7090.48,14,5337.82,52,836,7,Excelente,Formal,0,0,1
7885.4,18,1258.79,23,400,4,Malo,Formal,1,1,1
6331.57,22,5001.94,22,475,2,Regular,Independiente,1,0,1
3807.92,23,10163.11,39,726,5,Bueno,Formal,1,0,1
3833.77,11,1081.67,66,416,1,Bueno,Independiente,1,1,1
6110.59,12,3081.02,40,465,4,Bueno,Formal,0,1,1
2519.2,21,5721.62,42,340,2,Regular,Formal,0,1,0
1595.41,10,14730.74,51,728,1,Excelente,Formal,0,1,1
3353.28,4,11772.93,43,643,7,Malo,Formal,0,0,1
2868.12,0,11002.3,64,723,6,Bueno,Temporal,1,0,1
2933.42,23,1742.86,22,665,1,Regular,Formal,0,1,1
2481.98,2,11714.94,43,419,6,Excelente,Independiente,0,1,0
1103.07,21,11779.03,37,528,4,Bueno,Formal,0,1,0
928.69,18,9016.54,23,429,2,Bueno,Formal,1,1,0
7911.6,22,14855.43,23,651,5,Bueno,Formal,0,0,1
3879.97,6,4878.81,67,617,4,Excelente,Formal,1,1,1
3567.15,11,14119.09,35,636,6,Regular,Formal,0,1,1
5693.46,14,13720.97,21,572,3,Excelente,Formal,0,1,1
2371.43,24,172.21,34,416,1,Regular,Independiente,0,1,0
7639.72,4,6751.75,31,667,4,Regular,Formal,1,0,1
6461.68,14,14656.56,31,393,6,Bueno,Formal,0,1,1
1443.76,7,1546.82,30,467,7,Regular,Independiente,1,0,0
3806.58,9,8216.77,24,640,1,Regular,Independiente,0,0,0
7129.65,15,14684.36,61,451,7,Bueno,Formal,0,1,1
7602.07,7,8332.43,32,573,6,Regular,Formal,1,1,1
4165.29,0,2847.23,36,795,2,Bueno,Temporal,0,0,1
5216.56,11,8732.75,60,400,0,Bueno,Formal,0,0,1
2002.64,4,3066.61,64,381,7,Regular,Formal,1,0,0
7936.41,2,7795.56,61,828,4,Bueno,Formal,0,1,1
2468.04,0,1110.63,52,372,5,Bueno,Independiente,1,0,0
7587.67,3,9082.24,34,313,4,Bueno,Formal,0,1,1
5477.46,7,7751.85,52,732,1,Regular,Temporal,0,0,1
5175.7,2,11102.42,36,456,2,Malo,Formal,0,0,1
4491.36,9,9460.51,37,431,6,Bueno,Independiente,1,1,1
2460.82,1,8244.09,53,637,3,Regular,Formal,0,0,0
2071.0,10,10346.68,52,703,5,Malo,Formal,1,1,1
2387.5,24,2159.13,49,675,2,Excelente,Temporal,1,0,1
2142.36,9,8930.39,65,406,7,Excelente,Formal,0,1,0
6413.01,20,2581.66,61,564,7,Regular,Formal,0,0,1
3320.9,13,13882.83,57,504,4,Regular,Formal,0,1,1
1216.47,6,1025.01,41,378,3,Malo,Formal,0,0,0
7777.54,1,6455.62,34,454,2,Bueno,Formal,0,1,1
7163.26,8,10436.96,24,546,0,Excelente,Independiente,1,1,1
7479.82,15,6870.33,60,830,5,Bueno,Formal,1,1,1
7963.34,12,1381.43,67,837,1,Excelente,Formal,1,0,1
2052.05,8,8300.69,18,453,2,Bueno,Formal,1,1,0
3652.94,19,9624.48,52,453,2,Regular,Independiente,1,0,0
6259.32,3,10556.88,49,391,0,Excelente,Independiente,0,1,1
5811.35,21,5598.9,53,732,4,Regular,Formal,1,0,1
1908.05,9,8454.9,30,637,6,Bueno,Formal,1,1,0
6674.0,21,6760.3,23,779,6,Bueno,Temporal,0,1,1
2415.97,11,10080.84,31,430,5,Excelente,Formal,1,1,1
2411.49,16,8753.35,54,749,5,Bueno,Temporal,0,1,1
4666.22,13,7886.34,65,572,1,Excelente,Temporal,1,1,1
5069.17,13,3742.87,32,476,2,Malo,Independiente,1,1,1
4976.62,24,30.28,64,348,3,Regular,Formal,1,0,1
1458.71,1,2611.23,21,654,2,Bueno,Independiente,0,0,0
7117.72,20,1755.99,57,607,6,Excelente,Independiente,1,0,1
2712.32,24,6736.27,33,345,1,Malo,Formal,0,1,0
1732.51,19,9183.87,45,601,2,Bueno,Formal,0,0,1
7198.99,10,3196.28,33,707,0,Excelente,Formal,1,1,1
7680.69,15,14085.86,21,488,6,Bueno,Formal,0,0,1
7007.32,18,100.23,62,428,2,Malo,Formal,1,1,1
6628.52,22,11584.52,43,836,2,Excelente,Formal,0,1,1
5517.74,5,9378.07,45,565,6,Excelente,Formal,0,1,1
4766.17,23,5603.32,49,417,3,Malo,Formal,1,0,1
1426.3,18,757.33,62,763,6,Excelente,Formal,0,1,1
3740.86,4,9412.3,19,443,0,Excelente,Independiente,0,0,1
3483.36,3,5784.2,48,741,0,Bueno,Temporal,1,1,1
2670.23,14,14044.01,20,499,2,Malo,Formal,0,0,0
6008.62,3,8129.85,25,456,5,Bueno,Formal,1,0,1
4370.31,19,14094.77,41,786,3,Malo,Formal,0,1,1
1383.53,9,3307.26,32,433,2,Regular,Independiente,0,1,0
2385.32,23,10885.89,60,447,6,Excelente,Independiente,0,0,1
5719.46,21,9258.74,48,635,2,Malo,Temporal,0,1,1
1348.14,2,11091.12,26,370,1,Bueno,Formal,0,1,0
6928.69,4,3220.02,56,532,1,Bueno,Temporal,0,0,1
4365.05,5,9974.92,62,633,5,Bueno,Formal,0,0,1
4260.22,20,7470.61,19,389,3,Bueno,Independiente,0,1,1
5065.34,21,11142.37,25,633,4,Excelente,Formal,0,0,1
6737.7,7,4905.67,24,498,7,Excelente,Temporal,0,1,1
3304.23,6,13350.86,61,460,1,Bueno,Formal,0,1,1
5681.72,20,1264.52,68,837,4,Regular,Independiente,1,0,1
4873.27,9,12107.84,56,420,0,Bueno,Independiente,1,1,1
2722.6,5,12919.79,59,600,1,Malo,Formal,1,1,1
7126.14,13,12258.78,33,735,1,Bueno,Formal,0,0,1
6541.47,3,7690.9,52,367,3,Bueno,Temporal,1,0,1
5540.85,24,6575.77,47,758,5,Excelente,Formal,1,0,1
6924.19,12,14943.93,27,813,4,Excelente,Formal,1,0,1
7044.52,19,3437.58,55,697,6,Bueno,Formal,0,0,1
5900.21,16,8203.14,35,585,1,Regular,Formal,1,1,1
6826.5,22,10060.13,67,439,1,Malo,Formal,1,1,1
5821.79,6,10513.01,22,581,3,Malo,Formal,1,0,1
5697.01,3,3060.37,46,756,3,Excelente,Formal,0,1,1
5254.0,13,9809.91,56,386,5,Malo,Formal,0,0,1
6219.56,2,12275.54,51,378,4,Bueno,Temporal,0,0,1
1941.96,23,750.28,60,504,0,Excelente,Temporal,0,1,1
7142.27,4,13672.82,62,636,6,Malo,Independiente,1,0,1
7077.27,15,442.56,40,553,5,Regular,Formal,0,1,1
1010.58,22,5339.57,22,603,7,Excelente,Temporal,0,1,0
6745.88,19,237.2,47,679,0,Bueno,Formal,0,0,1
1727.86,3,1157.18,23,429,2,Bueno,Formal,0,1,0
3212.86,23,13667.52,63,575,1,Regular,Temporal,0,1,0
6153.26,23,5322.91,61,482,4,Bueno,Independiente,1,1,1
1957.47,1,6371.57,21,567,5,Malo,Independiente,0,0,0
6689.36,17,3230.17,46,621,1,Excelente,Independiente,0,0,1
6791.37,18,8956.44,40,811,4,Bueno,Formal,0,0,1
4453.77,18,8922.05,23,377,4,Bueno,Formal,0,0,1
845.98,16,5583.01,49,638,4,Bueno,Independiente,0,1,0
2866.67,13,4995.52,59,808,1,Bueno,Formal,1,0,1
5241.87,18,13274.46,35,537,5,Regular,Formal,1,0,1
7864.54,21,5749.26,32,433,6,Malo,Independiente,1,1,1
5349.06,23,7402.51,57,491,3,Malo,Independiente,1,1,1
2670.59,12,4249.57,49,655,1,Regular,Formal,0,0,1
5364.84,11,11801.54,26,577,7,Malo,Independiente,1,0,1
4687.89,5,5961.72,54,317,4,Bueno,Independiente,1,0,1
6414.89,20,7704.17,27,823,5,Regular,Independiente,1,0,1
1570.26,3,3800.36,37,479,6,Bueno,Formal,0,1,0
6279.4,18,14814.89,23,422,2,Bueno,Formal,1,0,1
4697.12,15,4372.44,65,545,7,Bueno,Formal,1,1,1
7733.54,12,11561.14,20,672,0,Bueno,Formal,1,1,1
3261.48,3,6412.43,59,350,7,Bueno,Formal,0,0,1
5354.88,22,3093.26,28,370,4,Malo,Formal,1,1,1
7510.6,16,11995.78,60,779,2,Bueno,Formal,1,0,1
1538.07,22,5004.1,34,318,3,Excelente,Temporal,1,1,0
7548.05,0,12977.9,49,383,6,Bueno,Formal,0,1,1
5752.78,17,13728.86,21,454,6,Excelente,Independiente,1,1,1
1288.43,19,12897.36,21,656,4,Excelente,Independiente,0,1,0
2966.94,16,525.12,34,742,7,Excelente,Formal,0,1,1
5898.84,14,11810.6,58,368,7,Bueno,Temporal,0,1,1
1284.92,10,6170.09,36,822,6,Bueno,Formal,1,0,1
4991.63,24,13105.84,22,442,2,Regular,Formal,0,1,1
3290.36,21,9569.31,49,491,4,Regular,Independiente,0,1,0
5270.59,12,12504.65,39,686,1,Bueno,Formal,1,0,1
1129.34,0,7491.48,23,677,5,Bueno,Independiente,1,0,0
7075.07,16,8025.38,52,834,2,Bueno,Formal,0,1,1
7809.12,5,2165.81,39,592,5,Regular,Independiente,1,0,1
7775.92,3,11759.81,18,308,1,Excelente,Formal,1,0,1
6197.49,19,6290.84,37,570,1,Excelente,Independiente,0,1,1
1736.62,15,7501.2,39,686,5,Regular,Formal,0,1,0
